Category,Activity,Start_Time
Academic,Exams/Quizzes,18.88
Personal,Birthdays/Anniversaries,14.79
Extracurricular,Club Meetings,20.19
Well-being,Exercise,6.86
Academic,Study Sessions,14.19
Extracurricular,Volunteer Activities,14.77
Personal,Birthdays/Anniversaries,14.55
Extracurricular,Club Meetings,20.44
Work,Part-time Job Shifts,10.82
Personal,Doctor/Dentist Appointments,9.07
Social,Parties/Gatherings,21.69
Social,Parties/Gatherings,21.9
Extracurricular,Sports Practices/Games,17.43
Extracurricular,Volunteer Activities,14.4
Academic,Study Sessions,14.53
Extracurricular,Sports Practices/Games,16.36
Social,Parties/Gatherings,22.53
Personal,Errands/Chores,19.09
Extracurricular,Club Meetings,19.22
Well-being,Exercise,6.51
Personal,Birthdays/Anniversaries,14.56
Well-being,Meditation/Yoga,13.72
Academic,Exams/Quizzes,18.52
Social,Parties/Gatherings,21.87
Social,Parties/Gatherings,21.44
Extracurricular,Sports Practices/Games,16.37
Work,Part-time Job Shifts,11.13
Social,Parties/Gatherings,22.07
Social,Family Events,14.48
Academic,Study Sessions,13.51
Well-being,Meditation/Yoga,13.13
Academic,Study Sessions,14.02
Personal,Birthdays/Anniversaries,14.25
Well-being,Exercise,6.78
Academic,Exams/Quizzes,19.68
Work,Part-time Job Shifts,12.38
Academic,Study Sessions,13.42
Academic,Study Sessions,14.0
Academic,Classes/Lectures,9.3
Well-being,Exercise,7.0
Social,Family Events,14.79
Personal,Birthdays/Anniversaries,14.11
Extracurricular,Volunteer Activities,14.77
Well-being,Meditation/Yoga,13.9
Well-being,Exercise,6.74
Work,Work Meetings,15.66
Personal,Birthdays/Anniversaries,14.38
Well-being,Meditation/Yoga,14.09
Work,Work Meetings,15.11
Well-being,Meditation/Yoga,13.86
Academic,Classes/Lectures,10.01
Personal,Errands/Chores,18.77
Social,Parties/Gatherings,22.23
Extracurricular,Volunteer Activities,14.37
Personal,Errands/Chores,19.81
Social,Family Events,14.26
Extracurricular,Volunteer Activities,14.58
Extracurricular,Volunteer Activities,14.8
Work,Part-time Job Shifts,11.12
Work,Work Meetings,16.66
Social,Family Events,14.22
Personal,Birthdays/Anniversaries,14.72
Work,Part-time Job Shifts,11.41
Well-being,Exercise,6.36
Work,Work Meetings,16.05
Well-being,Meditation/Yoga,13.45
Extracurricular,Volunteer Activities,14.78
Extracurricular,Volunteer Activities,14.08
Work,Part-time Job Shifts,11.01
Work,Part-time Job Shifts,10.54
Academic,Classes/Lectures,11.62
Personal,Doctor/Dentist Appointments,11.01
Well-being,Meditation/Yoga,13.58
Social,Parties/Gatherings,21.32
Work,Part-time Job Shifts,12.7
Personal,Doctor/Dentist Appointments,9.08
Work,Work Meetings,16.87
Academic,Classes/Lectures,8.56
Academic,Exams/Quizzes,19.25
Academic,Exams/Quizzes,18.31
Extracurricular,Volunteer Activities,14.84
Academic,Study Sessions,13.97
Extracurricular,Club Meetings,19.93
Personal,Birthdays/Anniversaries,14.55
Academic,Study Sessions,14.1
Work,Part-time Job Shifts,10.97
Academic,Classes/Lectures,11.66
Work,Part-time Job Shifts,12.08
Academic,Exams/Quizzes,19.13
Well-being,Meditation/Yoga,14.18
Academic,Exams/Quizzes,19.13
Well-being,Meditation/Yoga,13.01
Well-being,Meditation/Yoga,14.57
Social,Family Events,14.7
Social,Parties/Gatherings,22.99
Academic,Exams/Quizzes,19.86
Personal,Doctor/Dentist Appointments,11.38
Extracurricular,Sports Practices/Games,17.34
Work,Work Meetings,16.9
Personal,Errands/Chores,18.79
Extracurricular,Volunteer Activities,14.57
Well-being,Exercise,7.5
Well-being,Meditation/Yoga,14.31
Work,Work Meetings,16.64
Well-being,Meditation/Yoga,13.87
Academic,Exams/Quizzes,19.62
Academic,Exams/Quizzes,18.07
Academic,Classes/Lectures,10.76
Academic,Classes/Lectures,9.03
Social,Parties/Gatherings,22.8
Well-being,Exercise,6.64
Well-being,Exercise,6.45
Personal,Errands/Chores,19.98
Work,Work Meetings,16.72
Academic,Classes/Lectures,8.01
Extracurricular,Club Meetings,19.96
Work,Part-time Job Shifts,12.37
Personal,Birthdays/Anniversaries,14.57
Well-being,Exercise,6.15
Well-being,Exercise,7.3
Extracurricular,Sports Practices/Games,17.97
Work,Part-time Job Shifts,10.4
Work,Work Meetings,16.61
Academic,Exams/Quizzes,18.91
Social,Parties/Gatherings,22.43
Social,Parties/Gatherings,22.6
Academic,Exams/Quizzes,18.35
Work,Part-time Job Shifts,9.96
Personal,Errands/Chores,18.24
Social,Family Events,14.7
Academic,Exams/Quizzes,19.5
Work,Work Meetings,15.7
Social,Parties/Gatherings,21.11
Social,Family Events,14.87
Extracurricular,Club Meetings,20.44
Social,Parties/Gatherings,21.73
Well-being,Exercise,7.33
Work,Part-time Job Shifts,12.18
Personal,Errands/Chores,19.33
Academic,Classes/Lectures,11.13
Social,Parties/Gatherings,21.99
Social,Parties/Gatherings,21.46
Academic,Exams/Quizzes,18.38
Extracurricular,Sports Practices/Games,16.7
Academic,Study Sessions,14.91
Well-being,Meditation/Yoga,13.19
Social,Family Events,14.94
Well-being,Exercise,7.34
Extracurricular,Sports Practices/Games,17.08
Work,Part-time Job Shifts,11.84
Social,Family Events,14.42
Extracurricular,Sports Practices/Games,16.28
Personal,Birthdays/Anniversaries,14.69
Academic,Exams/Quizzes,19.38
Academic,Exams/Quizzes,18.72
Personal,Birthdays/Anniversaries,14.51
Social,Family Events,14.24
Well-being,Exercise,7.77
Work,Work Meetings,15.81
Well-being,Exercise,6.43
Social,Family Events,14.38
Personal,Birthdays/Anniversaries,14.86
Well-being,Exercise,6.75
Personal,Doctor/Dentist Appointments,11.33
Academic,Study Sessions,14.69
Social,Parties/Gatherings,22.71
Well-being,Exercise,7.36
Well-being,Exercise,7.95
Social,Family Events,15.0
Well-being,Exercise,7.21
Academic,Exams/Quizzes,18.64
Personal,Doctor/Dentist Appointments,11.17
Extracurricular,Club Meetings,19.62
Academic,Classes/Lectures,9.42
Academic,Exams/Quizzes,19.79
Social,Parties/Gatherings,21.42
Academic,Exams/Quizzes,19.5
Personal,Errands/Chores,18.24
Academic,Exams/Quizzes,19.93
Work,Work Meetings,15.84
Academic,Exams/Quizzes,19.97
Social,Family Events,14.36
Social,Parties/Gatherings,21.83
Personal,Doctor/Dentist Appointments,11.23
Work,Part-time Job Shifts,10.87
Extracurricular,Volunteer Activities,14.62
Personal,Errands/Chores,19.27
Personal,Doctor/Dentist Appointments,9.83
Social,Parties/Gatherings,21.44
Personal,Errands/Chores,19.55
Personal,Errands/Chores,18.32
Personal,Birthdays/Anniversaries,14.48
Extracurricular,Volunteer Activities,14.11
Extracurricular,Club Meetings,20.33
Academic,Exams/Quizzes,19.94
Personal,Doctor/Dentist Appointments,11.6
Academic,Study Sessions,14.67
Social,Family Events,14.54
Work,Work Meetings,16.34
Extracurricular,Sports Practices/Games,17.62
Social,Parties/Gatherings,21.66
Academic,Exams/Quizzes,18.63
Academic,Classes/Lectures,9.49
Academic,Study Sessions,13.79
Personal,Errands/Chores,18.9
Academic,Exams/Quizzes,19.26
Social,Family Events,14.58
Extracurricular,Sports Practices/Games,17.64
Well-being,Meditation/Yoga,14.91
Social,Family Events,14.18
Personal,Errands/Chores,18.87
Extracurricular,Sports Practices/Games,16.18
Work,Work Meetings,15.91
Academic,Study Sessions,14.2
Work,Part-time Job Shifts,9.14
Personal,Birthdays/Anniversaries,14.18
Extracurricular,Volunteer Activities,14.72
Work,Work Meetings,15.21
Social,Parties/Gatherings,22.31
Social,Family Events,14.44
Well-being,Meditation/Yoga,14.96
Well-being,Exercise,6.01
Work,Part-time Job Shifts,10.45
Social,Family Events,14.23
Well-being,Exercise,7.67
Academic,Classes/Lectures,8.45
Well-being,Exercise,6.75
Extracurricular,Volunteer Activities,14.91
Academic,Classes/Lectures,10.03
Personal,Errands/Chores,18.49
Academic,Study Sessions,13.41
Extracurricular,Club Meetings,19.7
Social,Family Events,14.17
Work,Work Meetings,16.3
Social,Family Events,14.23
Extracurricular,Volunteer Activities,14.98
Social,Parties/Gatherings,22.03
Social,Parties/Gatherings,22.63
Extracurricular,Sports Practices/Games,16.53
Well-being,Meditation/Yoga,13.51
Well-being,Exercise,7.08
Personal,Doctor/Dentist Appointments,9.24
Social,Family Events,14.3
Well-being,Meditation/Yoga,13.31
Well-being,Meditation/Yoga,14.81
Well-being,Meditation/Yoga,14.62
Social,Family Events,14.33
Work,Part-time Job Shifts,11.23
Social,Family Events,14.0
Personal,Birthdays/Anniversaries,14.25
Work,Work Meetings,15.7
Social,Parties/Gatherings,21.38
Social,Parties/Gatherings,22.16
Extracurricular,Sports Practices/Games,17.11
Well-being,Exercise,6.84
Work,Part-time Job Shifts,11.18
Social,Parties/Gatherings,22.8
Well-being,Exercise,6.83
Personal,Doctor/Dentist Appointments,9.41
Academic,Classes/Lectures,11.99
Well-being,Exercise,7.63
Well-being,Meditation/Yoga,13.6
Social,Family Events,14.0
Work,Part-time Job Shifts,12.83
Social,Family Events,14.36
Extracurricular,Sports Practices/Games,16.62
Social,Parties/Gatherings,21.46
Personal,Birthdays/Anniversaries,14.59
Social,Parties/Gatherings,22.27
Social,Family Events,14.94
Academic,Classes/Lectures,9.31
Social,Family Events,14.65
Academic,Exams/Quizzes,19.96
Work,Part-time Job Shifts,10.79
Well-being,Meditation/Yoga,14.82
Personal,Doctor/Dentist Appointments,9.4
Academic,Classes/Lectures,11.94
Social,Parties/Gatherings,21.62
Extracurricular,Club Meetings,19.4
Extracurricular,Club Meetings,19.55
Well-being,Exercise,7.7
Work,Part-time Job Shifts,9.73
Work,Work Meetings,16.95
Work,Work Meetings,15.94
Work,Work Meetings,16.84
Academic,Study Sessions,13.47
Social,Parties/Gatherings,21.59
Well-being,Exercise,6.12
Academic,Study Sessions,13.73
Extracurricular,Volunteer Activities,14.92
Academic,Classes/Lectures,9.12
Extracurricular,Volunteer Activities,14.42
Extracurricular,Sports Practices/Games,16.83
Personal,Doctor/Dentist Appointments,10.36
Academic,Study Sessions,14.12
Social,Parties/Gatherings,21.33
Academic,Exams/Quizzes,18.95
Extracurricular,Volunteer Activities,14.29
Social,Parties/Gatherings,22.92
Well-being,Meditation/Yoga,14.82
Academic,Study Sessions,13.94
Academic,Classes/Lectures,9.74
Personal,Birthdays/Anniversaries,14.65
Personal,Errands/Chores,19.05
Work,Work Meetings,16.23
Extracurricular,Club Meetings,20.6
Extracurricular,Volunteer Activities,14.64
Personal,Birthdays/Anniversaries,14.59
Well-being,Meditation/Yoga,13.83
Academic,Classes/Lectures,10.19
Work,Work Meetings,16.78
Work,Part-time Job Shifts,12.97
Social,Parties/Gatherings,22.62
Personal,Errands/Chores,19.78
Extracurricular,Volunteer Activities,14.93
Extracurricular,Volunteer Activities,14.74
Personal,Doctor/Dentist Appointments,11.13
Well-being,Meditation/Yoga,13.22
Academic,Exams/Quizzes,19.63
Extracurricular,Volunteer Activities,14.99
Extracurricular,Club Meetings,20.85
Extracurricular,Club Meetings,20.16
Well-being,Meditation/Yoga,14.54
Extracurricular,Sports Practices/Games,16.43
Academic,Classes/Lectures,9.59
Work,Part-time Job Shifts,12.42
Social,Family Events,14.88
Extracurricular,Sports Practices/Games,17.54
Social,Family Events,14.78
Extracurricular,Sports Practices/Games,17.12
Academic,Classes/Lectures,9.04
Well-being,Meditation/Yoga,13.61
Personal,Birthdays/Anniversaries,14.03
Social,Parties/Gatherings,21.55
Extracurricular,Volunteer Activities,14.34
Well-being,Meditation/Yoga,13.29
Well-being,Exercise,6.02
Academic,Study Sessions,13.93
Social,Parties/Gatherings,21.35
Work,Part-time Job Shifts,10.08
Personal,Errands/Chores,19.25
Well-being,Meditation/Yoga,13.87
Personal,Birthdays/Anniversaries,14.89
Social,Family Events,14.46
Social,Parties/Gatherings,21.28
Social,Parties/Gatherings,22.82
Social,Family Events,14.99
Social,Family Events,14.84
Personal,Birthdays/Anniversaries,14.25
Personal,Errands/Chores,19.77
Personal,Doctor/Dentist Appointments,9.41
Personal,Birthdays/Anniversaries,14.43
Well-being,Meditation/Yoga,13.46
Social,Parties/Gatherings,22.53
Social,Family Events,14.75
Extracurricular,Volunteer Activities,14.64
Social,Family Events,14.9
Personal,Doctor/Dentist Appointments,10.49
Well-being,Exercise,7.53
Personal,Birthdays/Anniversaries,14.45
Social,Family Events,14.8
Well-being,Exercise,6.91
Academic,Study Sessions,13.45
Extracurricular,Club Meetings,20.37
Well-being,Exercise,6.54
Personal,Birthdays/Anniversaries,14.67
Work,Work Meetings,16.39
Work,Part-time Job Shifts,9.42
Social,Family Events,14.79
Extracurricular,Club Meetings,19.49
Well-being,Exercise,6.74
Extracurricular,Sports Practices/Games,16.56
Well-being,Meditation/Yoga,13.59
Extracurricular,Sports Practices/Games,17.98
Work,Work Meetings,16.44
Work,Work Meetings,15.76
Social,Family Events,14.65
Academic,Classes/Lectures,11.14
Academic,Exams/Quizzes,18.1
Well-being,Meditation/Yoga,13.63
Work,Work Meetings,16.36
Academic,Classes/Lectures,9.28
Well-being,Exercise,7.33
Academic,Classes/Lectures,8.38
Academic,Study Sessions,14.51
Personal,Birthdays/Anniversaries,14.03
Well-being,Exercise,7.28
Academic,Study Sessions,14.96
Social,Family Events,14.27
Well-being,Meditation/Yoga,14.69
Social,Family Events,14.2
Social,Parties/Gatherings,21.17
Academic,Study Sessions,13.4
Academic,Classes/Lectures,11.44
Work,Part-time Job Shifts,12.67
Well-being,Exercise,6.72
Academic,Study Sessions,14.0
Extracurricular,Volunteer Activities,14.38
Work,Work Meetings,16.97
Personal,Birthdays/Anniversaries,14.77
Academic,Classes/Lectures,11.01
Personal,Errands/Chores,19.59
Extracurricular,Sports Practices/Games,16.76
Work,Work Meetings,16.54
Work,Part-time Job Shifts,11.48
Extracurricular,Club Meetings,20.83
Academic,Classes/Lectures,9.03
Personal,Doctor/Dentist Appointments,9.14
Personal,Birthdays/Anniversaries,14.2
Extracurricular,Volunteer Activities,14.07
Social,Family Events,14.21
Personal,Errands/Chores,18.09
Personal,Errands/Chores,19.13
Work,Work Meetings,16.91
Work,Part-time Job Shifts,9.84
Social,Family Events,14.54
Extracurricular,Volunteer Activities,14.68
Extracurricular,Club Meetings,20.17
Work,Part-time Job Shifts,11.83
Extracurricular,Volunteer Activities,14.94
Academic,Study Sessions,14.42
Extracurricular,Volunteer Activities,14.4
Extracurricular,Volunteer Activities,14.05
Extracurricular,Club Meetings,20.4
Academic,Study Sessions,13.34
Social,Parties/Gatherings,22.86
Work,Work Meetings,15.19
Personal,Birthdays/Anniversaries,14.46
Extracurricular,Volunteer Activities,14.08
Personal,Doctor/Dentist Appointments,10.4
Extracurricular,Club Meetings,20.49
Extracurricular,Sports Practices/Games,17.96
Well-being,Exercise,6.62
Work,Work Meetings,16.79
Personal,Errands/Chores,18.48
Well-being,Exercise,6.78
Academic,Study Sessions,13.79
Personal,Doctor/Dentist Appointments,9.77
Extracurricular,Club Meetings,20.07
Personal,Doctor/Dentist Appointments,11.13
Academic,Study Sessions,14.01
Social,Parties/Gatherings,22.43
Well-being,Meditation/Yoga,13.63
Academic,Exams/Quizzes,19.22
Work,Work Meetings,16.22
Social,Parties/Gatherings,22.0
Personal,Birthdays/Anniversaries,14.96
Extracurricular,Volunteer Activities,14.48
Work,Part-time Job Shifts,12.19
Well-being,Exercise,7.26
Extracurricular,Club Meetings,20.98
Extracurricular,Volunteer Activities,14.4
Personal,Doctor/Dentist Appointments,11.19
Work,Work Meetings,15.53
Well-being,Meditation/Yoga,13.03
Academic,Classes/Lectures,10.36
Social,Parties/Gatherings,21.99
Well-being,Exercise,7.62
Academic,Study Sessions,14.92
Academic,Study Sessions,13.59
Social,Parties/Gatherings,21.83
Personal,Doctor/Dentist Appointments,10.06
Extracurricular,Volunteer Activities,14.01
Well-being,Exercise,7.92
Work,Work Meetings,16.0
Social,Parties/Gatherings,21.22
Personal,Doctor/Dentist Appointments,9.06
Social,Family Events,14.14
Well-being,Meditation/Yoga,14.72
Extracurricular,Sports Practices/Games,16.58
Well-being,Meditation/Yoga,13.08
Work,Work Meetings,16.29
Personal,Birthdays/Anniversaries,14.18
Extracurricular,Club Meetings,19.88
Personal,Birthdays/Anniversaries,14.23
Work,Part-time Job Shifts,9.81
Academic,Study Sessions,13.54
Extracurricular,Volunteer Activities,14.02
Academic,Classes/Lectures,11.65
Social,Family Events,14.47
Work,Part-time Job Shifts,12.74
Work,Work Meetings,16.87
Well-being,Exercise,7.96
Academic,Exams/Quizzes,19.11
Social,Parties/Gatherings,22.83
Personal,Errands/Chores,18.1
Personal,Birthdays/Anniversaries,14.36
Social,Parties/Gatherings,22.5
Social,Family Events,14.94
Extracurricular,Club Meetings,19.17
Work,Work Meetings,15.75
Well-being,Meditation/Yoga,14.25
Personal,Errands/Chores,19.19
Extracurricular,Volunteer Activities,14.68
Well-being,Exercise,7.75
Work,Part-time Job Shifts,11.34
Academic,Classes/Lectures,10.24
Work,Part-time Job Shifts,10.8
Well-being,Meditation/Yoga,13.33
Academic,Exams/Quizzes,19.04
Work,Part-time Job Shifts,9.73
Work,Part-time Job Shifts,11.17
Extracurricular,Sports Practices/Games,16.1
Social,Parties/Gatherings,22.29
Work,Part-time Job Shifts,11.24
Academic,Classes/Lectures,9.42
Academic,Exams/Quizzes,19.16
Personal,Errands/Chores,18.39
Academic,Exams/Quizzes,18.81
Work,Work Meetings,16.52
Social,Family Events,14.74
Social,Parties/Gatherings,22.36
Extracurricular,Volunteer Activities,14.52
Well-being,Exercise,6.65
Extracurricular,Club Meetings,19.19
Work,Work Meetings,16.85
Academic,Study Sessions,13.3
Work,Work Meetings,15.71
Extracurricular,Sports Practices/Games,17.13
Social,Family Events,14.44
Academic,Study Sessions,14.24
Academic,Study Sessions,14.61
Work,Part-time Job Shifts,9.69
Work,Part-time Job Shifts,9.19
Academic,Exams/Quizzes,19.09
Academic,Study Sessions,14.98
Social,Parties/Gatherings,21.39
